NAME.FIB	category	SIZE_FIB	NES_FIB	NOM.p.val	FDR.q.val	NAME.ESC	SIZE_ESC	NES_ESC	NOM.p.val.1	FDR.q.val.1	fib_add_esc	fib_minus_esc
GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	C7_ immunologic signatures	161	1.2035239	0.11341464	0.36957762	GSE28737_BCL6_HET_VS_BCL6_KO_MARGINAL_ZONE_BCELL_UP	176	1.2961166	0.028282829	0.44811934	2.4996405	-0.0925927
GO_NEURAL_TUBE_DEVELOPMENT	c5.BP_ GO biological process	137	1.2035227	0.14357054	0.36949256	GO_NEURAL_TUBE_DEVELOPMENT	145	-1.158976	0.11764706	0.43177637	0.0445467	2.3624987
AGCYRWTTC_UNKNOWN	c3.TFT_ transcription factor targets	99	1.2035023	0.14394905	0.36945862	AGCYRWTTC_UNKNOWN	104	0.8863578	0.6986444	1	2.0898601	0.3171445
VALK_AML_CLUSTER_4	c2.CGP_ chemical and genetic perturbations	23	1.2034545	0.21580547	0.36948505	VALK_AML_CLUSTER_4	25	1.0283604	0.44289342	0.87835103	2.2318149	0.1750941
MORF_NF1	c4.CGN_ cancer gene neighborhoods	135	1.2033517	0.12010114	0.3696618	MORF_NF1	152	1.3499719	0.012257406	0.38338053	2.5533236	-0.1466202
CAGTCAC_MIR134	c3.MIR_ microRNA targets	45	1.203343	0.19914651	0.36959934	CAGTCAC_MIR134	48	0.78700876	0.8261851	1	1.99035176	0.41633424
GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	C7_ immunologic signatures	169	1.2032837	0.110843375	0.36966422	GSE13522_CTRL_VS_T_CRUZI_BRAZIL_STRAIN_INF_SKIN_DN	176	1.2689477	0.03346856	0.48654678	2.4722314	-0.065664
GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	C7_ immunologic signatures	146	1.2032648	0.11893204	0.36962426	GSE40274_CTRL_VS_FOXP3_AND_EOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	144	1.2095095	0.11156602	0.577799	2.4127743	-0.0062447
CCATCCA_MIR432	c3.MIR_ microRNA targets	53	1.2032357	0.19252874	0.36961496	CCATCCA_MIR432	56	1.0991231	0.32	0.75820976	2.3023588	0.1041126
GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	c5.BP_ GO biological process	16	1.2031324	0.23676012	0.36977604	GO_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	15	1.3584601	0.078404404	0.37756222	2.5615925	-0.1553277
GSE14308_TH1_VS_TH17_UP	C7_ immunologic signatures	173	1.2031244	0.11647059	0.36971223	GSE14308_TH1_VS_TH17_UP	177	1.0145135	0.48423195	0.89909583	2.2176379	0.1886109
BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN	c2.CGP_ chemical and genetic perturbations	18	1.2030277	0.2193646	0.36986652	BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN	18	1.6509382	0.007751938	0.11364564	2.8539659	-0.4479105
TCCAGAT_MIR5165P	c3.MIR_ microRNA targets	100	1.2029061	0.12437186	0.37008947	TCCAGAT_MIR5165P	101	0.98149884	0.55474454	0.9468539	2.18440494	0.22140726
GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	C7_ immunologic signatures	179	1.2028093	0.116197184	0.3702478	GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP	185	1.2038212	0.0989899	0.58462447	2.4066305	-0.0010119
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	c2.CP_REACTOME_ Reactome gene sets	23	1.2027875	0.22152886	0.37021264	REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	23	-1.0293778	0.41304347	0.6403155	0.1734097	2.2321653
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	c2.CGP_ chemical and genetic perturbations	182	1.2027844	0.105568446	0.3701323	EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	187	1.3326057	0.013171226	0.3999545	2.5353901	-0.1298213
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	c2.CGP_ chemical and genetic perturbations	37	1.2027668	0.18853696	0.37008876	LIU_TARGETS_OF_VMYB_VS_CMYB_DN	38	1.1620007	0.26589596	0.6502954	2.3647675	0.0407661
GSE3982_NKCELL_VS_TH1_UP	C7_ immunologic signatures	149	1.2027633	0.110436894	0.37001273	GSE3982_NKCELL_VS_TH1_UP	154	1.4715914	0.00101833	0.27463934	2.6743547	-0.2688281
GO_CGMP_METABOLIC_PROCESS	c5.BP_ GO biological process	21	1.2027103	0.21266969	0.37005544	GO_CGMP_METABOLIC_PROCESS	20	1.0604302	0.4028314	0.8229546	2.2631405	0.1422801
PID_EPHB_FWD_PATHWAY	c2.CP_ Canonical pathways	39	1.202671	0.21313868	0.37007383	PID_EPHB_FWD_PATHWAY	39	-0.88712287	0.6944444	0.8379809	0.31554813	2.08979387
GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	C7_ immunologic signatures	173	1.2026622	0.11497006	0.3700107	GSE17721_POLYIC_VS_CPG_2H_BMDC_DN	171	0.7986144	0.8924949	1	2.0012766	0.4040478
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	c2.CGP_ chemical and genetic perturbations	28	1.2026335	0.20597015	0.36999545	GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_DN	28	1.0482811	0.43634117	0.8431411	2.2509146	0.1543524
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	C7_ immunologic signatures	149	1.2026052	0.12922706	0.36997905	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_3H_UP	147	0.91788834	0.67987806	1	2.12049354	0.28471686
GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN	C7_ immunologic signatures	170	1.2025231	0.11004785	0.37010953	GSE36527_CD62L_HIGH_CD69_NEG_VS_CD62L_LOW_CD69_POS_TREG_KLRG1_NEG_DN	177	1.2112311	0.07575758	0.5754922	2.4137542	-0.008708
GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	c5.BP_ GO biological process	55	1.202517	0.18443803	0.37003663	GO_EMBRYONIC_HEART_TUBE_MORPHOGENESIS	62	0.83985853	0.76148796	1	2.04237553	0.36265847
GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP	C7_ immunologic signatures	180	1.2024201	0.11896349	0.3702012	GSE20366_TREG_VS_NAIVE_CD4_TCELL_UP	184	0.84365916	0.84295845	1	2.04607926	0.35876094
GO_EMBRYONIC_ORGAN_MORPHOGENESIS	c5.BP_ GO biological process	251	1.2023968	0.08671171	0.3701764	GO_EMBRYONIC_ORGAN_MORPHOGENESIS	274	1.0589062	0.3323293	0.8263616	2.261303	0.1434906
GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	C7_ immunologic signatures	150	1.2020268	0.11851852	0.37106708	GSE360_L_MAJOR_VS_M_TUBERCULOSIS_MAC_UP	162	0.95529866	0.6130346	0.97613734	2.15732546	0.24672814
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_DN	C7_ immunologic signatures	166	1.2019869	0.11547619	0.37107828	GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_MDC_DN	170	1.1359168	0.2090909	0.69598985	2.3379037	0.0660701
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	C7_ immunologic signatures	167	1.2017194	0.106024094	0.37170357	GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	170	1.2253201	0.07077856	0.5483733	2.4270395	-0.0236007
GO_TELOMERE_ORGANIZATION	c5.BP_ GO biological process	78	1.2016594	0.1716129	0.37177172	GO_TELOMERE_ORGANIZATION	78	0.7639178	0.86767894	1	1.9655772	0.4377416
GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN	C7_ immunologic signatures	104	1.2015637	0.15701416	0.3719327	GSE3720_UNSTIM_VS_PMA_STIM_VD1_GAMMADELTA_TCELL_DN	109	-1.2375588	0.025641026	0.3375641	-0.0359951	2.4391225
GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	c5.GO molecular function	299	1.20133	0.0754717	0.37248746	GO_TRANSCRIPTION_FACTOR_ACTIVITY_RNA_POLYMERASE_II_CORE_PROMOTER_PROXIMAL_REGION_SEQUENCE_SPECIFIC_BINDING	318	0.89642316	0.7807808	1	2.09775316	0.30490684
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	C7_ immunologic signatures	157	1.2013234	0.11876485	0.37241495	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_72H_CD4_TCELL_UP	156	1.2048714	0.10714286	0.5824733	2.4061948	-0.003548
GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	c5.GO molecular function	16	1.2013117	0.23817292	0.37235868	GO_SERINE_TYPE_EXOPEPTIDASE_ACTIVITY	18	1.4515678	0.05121639	0.29136935	2.6528795	-0.2502561
GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	C7_ immunologic signatures	138	1.201144	0.1107056	0.3727109	GSE7348_UNSTIM_VS_TOLERIZED_AND_LPS_STIM_MACROPHAGE_DN	141	1.0400038	0.40755874	0.8590793	2.2411478	0.1611402
GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	C7_ immunologic signatures	158	1.2011216	0.1300716	0.37268355	GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	160	1.16787	0.1395112	0.6408932	2.3689916	0.0332516
GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	C7_ immunologic signatures	154	1.2010164	0.12028302	0.3728632	GSE12845_IGD_POS_VS_NEG_BLOOD_BCELL_UP	164	0.9447082	0.62398374	0.98760766	2.1457246	0.2563082
GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	c5.BP_ GO biological process	49	1.2007953	0.19327731	0.37335715	GO_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	50	0.96362996	0.55875576	0.96722466	2.16442526	0.23716534
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_DN	C7_ immunologic signatures	160	1.200715	0.104116224	0.37347218	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_DN	168	1.3134965	0.015353122	0.41977862	2.5142115	-0.1127815
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	c2.CGP_ chemical and genetic perturbations	162	1.2007128	0.111644655	0.373388	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	163	1.1123097	0.2535497	0.73426086	2.3130225	0.0884031
GO_INOSITOL_LIPID_MEDIATED_SIGNALING	c5.BP_ GO biological process	111	1.2005998	0.15063292	0.37359458	GO_INOSITOL_LIPID_MEDIATED_SIGNALING	114	1.2364985	0.08472803	0.5310103	2.4370983	-0.0358987
GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	C7_ immunologic signatures	178	1.2005668	0.09468822	0.3735921	GSE5589_WT_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_45MIN_UP	180	0.8758897	0.7915408	1	2.0764565	0.3246771
GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	c5.BP_ GO biological process	129	1.2005657	0.12435233	0.37350756	GO_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	132	1.4675894	0.00716479	0.27611545	2.6681551	-0.2670237
GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP	C7_ immunologic signatures	71	1.2003354	0.16734143	0.37403664	GSE37605_C57BL6_VS_NOD_FOXP3_FUSION_GFP_TREG_UP	86	0.94492394	0.5882353	0.9876887	2.14525934	0.25541146
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	c2.CGP_ chemical and genetic perturbations	48	1.2000753	0.1977716	0.3746176	HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	51	0.7134999	0.89766407	1	1.9135752	0.4865754
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	c2.CGP_ chemical and genetic perturbations	137	1.1998036	0.13423645	0.375268	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	138	1.5564771	0.001035197	0.20157471	2.7562807	-0.3566735
GO_RENAL_SYSTEM_PROCESS	c5.BP_ GO biological process	84	1.1996291	0.15404041	0.37565205	GO_RENAL_SYSTEM_PROCESS	89	1.3757399	0.033934254	0.35697842	2.575369	-0.1761108
GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP	C7_ immunologic signatures	182	1.1995969	0.11435239	0.3756472	GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP	185	1.1345952	0.19172554	0.6979141	2.3341921	0.0650017
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	c2.CGP_ chemical and genetic perturbations	340	1.1994328	0.058949623	0.37597647	MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	338	0.9613956	0.63126254	0.96978724	2.1608284	0.2380372
GO_APPENDAGE_DEVELOPMENT	c5.BP_ GO biological process	153	1.1992832	0.104808874	0.3762729	GO_APPENDAGE_DEVELOPMENT	161	0.99923944	0.51329243	0.92495525	2.19852264	0.20004376
GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP	C7_ immunologic signatures	178	1.1991961	0.12272175	0.37642205	GSE19888_CTRL_VS_A3R_ACTIVATION_MAST_CELL_UP	179	1.3653902	0.011167512	0.37168774	2.5645863	-0.1661941
GO_REGULATION_OF_HEART_MORPHOGENESIS	c5.BP_ GO biological process	26	1.1991701	0.20243531	0.37640068	GO_REGULATION_OF_HEART_MORPHOGENESIS	28	0.8224579	0.7276029	1	2.021628	0.3767122
GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	c5.BP_ GO biological process	50	1.1991556	0.1804949	0.37634736	GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	59	1.165583	0.22812846	0.6462181	2.3647386	0.0335726
GO_PROTEIN_AUTOUBIQUITINATION	c5.BP_ GO biological process	46	1.1989133	0.194051	0.37690115	GO_PROTEIN_AUTOUBIQUITINATION	47	0.727402	0.86966294	1	1.9263153	0.4715113
GSE45837_WT_VS_GFI1_KO_PDC_UP	C7_ immunologic signatures	147	1.1988032	0.123188406	0.37709644	GSE45837_WT_VS_GFI1_KO_PDC_UP	153	0.8696021	0.7758444	1	2.0684053	0.3292011
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	C7_ immunologic signatures	159	1.1987902	0.10963856	0.3770422	GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	160	0.8068311	0.87678206	1	2.0056213	0.3919591
GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN	C7_ immunologic signatures	177	1.1987323	0.11124122	0.37710094	GSE16451_CTRL_VS_WEST_EQUINE_ENC_VIRUS_IMMATURE_NEURON_CELL_LINE_DN	180	-1.0142229	0.3846154	0.66806334	0.1845094	2.2129552
ZF5_B	c3.TFT_ transcription factor targets	215	1.1987244	0.10669693	0.3770302	ZF5_B	219	-1.2015262	0.1	0.3798105	-0.0028018	2.4002506
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP	C7_ immunologic signatures	170	1.1986942	0.110843375	0.37702242	GSE25123_WT_VS_PPARG_KO_MACROPHAGE_ROSIGLITAZONE_STIM_UP	175	1.3598188	0.014155713	0.37734583	2.558513	-0.1611246
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	C7_ immunologic signatures	163	1.1985613	0.111638956	0.3772842	GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	165	1.0655352	0.3510204	0.8134041	2.2640965	0.1330261
GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	C7_ immunologic signatures	150	1.1985068	0.13277511	0.37735283	GSE35825_UNTREATED_VS_IFNA_STIM_MACROPHAGE_DN	152	1.1813079	0.14663951	0.6207861	2.3798147	0.0171989
GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	C7_ immunologic signatures	168	1.1982756	0.11826698	0.3779061	GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_DN	172	0.8615896	0.79432625	1	2.0598652	0.336686
SEMENZA_HIF1_TARGETS	c2.CGP_ chemical and genetic perturbations	30	1.1982254	0.20361991	0.37795407	SEMENZA_HIF1_TARGETS	33	0.5578802	0.9809524	1	1.7561056	0.6403452
BILANGES_SERUM_SENSITIVE_VIA_TSC2	c2.CGP_ chemical and genetic perturbations	36	1.1982058	0.18922853	0.3779177	BILANGES_SERUM_SENSITIVE_VIA_TSC2	36	0.7385503	0.86150235	1	1.9367561	0.4596555
GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	c5.BP_ GO biological process	19	1.1981889	0.23040752	0.37787396	GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY	20	1.256395	0.18135376	0.5006865	2.4545839	-0.0582061
GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	c5.BP_ GO biological process	46	1.1981816	0.19665273	0.3778061	GO_SKELETAL_MUSCLE_CELL_DIFFERENTIATION	49	0.93881625	0.5940707	0.9914577	2.13699785	0.25936535
GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	C7_ immunologic signatures	163	1.1981019	0.11044418	0.3779143	GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_DN	160	1.0890372	0.28278688	0.7725657	2.2871391	0.1090647
GSE13522_WT_VS_IFNG_KO_SKIN_DN	C7_ immunologic signatures	95	1.1978523	0.14416777	0.37849486	GSE13522_WT_VS_IFNG_KO_SKIN_DN	106	1.3453668	0.021852238	0.38840356	2.5432191	-0.1475145
GSE13306_TREG_RA_VS_TCONV_RA_UP	C7_ immunologic signatures	173	1.1976825	0.11995249	0.37887034	GSE13306_TREG_RA_VS_TCONV_RA_UP	177	0.6837098	0.9838384	1	1.8813923	0.5139727
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_UP	C7_ immunologic signatures	179	1.1976248	0.113425925	0.3789313	GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_UP	180	0.97743434	0.56693715	0.95203066	2.17505914	0.22019046
LEE_LIVER_CANCER_MYC_UP	c2.CGP_ chemical and genetic perturbations	47	1.1975884	0.19067797	0.37894288	LEE_LIVER_CANCER_MYC_UP	47	0.7326436	0.86734694	1	1.930232	0.4649448
GRE_C	c3.TFT_ transcription factor targets	108	1.1975731	0.13913043	0.37889338	GRE_C	111	1.1740813	0.17277487	0.6315691	2.3716544	0.0234918
GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_DN	C7_ immunologic signatures	182	1.1975404	0.10788863	0.37888974	GSE40441_NRP1_POS_INDUCED_TREG_VS_NRP1_NEG_NATURAL_TREG_DN	184	1.203042	0.08989899	0.5868611	2.4005824	-0.0055016
GO_REGULATION_OF_BEHAVIOR	c5.BP_ GO biological process	50	1.1973966	0.20056102	0.3791783	GO_REGULATION_OF_BEHAVIOR	56	-1.1253766	0.23762377	0.47907522	0.07202	2.3227732
AAAGGAT_MIR501	c3.MIR_ microRNA targets	113	1.1973143	0.14054726	0.3792941	AAAGGAT_MIR501	115	-1.0210693	0.46153846	0.6577653	0.176245	2.2183836
GSE45365_WT_VS_IFNAR_KO_BCELL_UP	C7_ immunologic signatures	149	1.1971241	0.12423124	0.37970886	GSE45365_WT_VS_IFNAR_KO_BCELL_UP	150	0.9712605	0.56836736	0.95984405	2.1683846	0.2258636
GO_PEPTIDASE_REGULATOR_ACTIVITY	c5.GO molecular function	148	1.1970398	0.12801932	0.3798341	GO_PEPTIDASE_REGULATOR_ACTIVITY	166	1.1817378	0.11213048	0.6200449	2.3787776	0.015302
BURTON_ADIPOGENESIS_9	c2.CGP_ chemical and genetic perturbations	83	1.1969614	0.15612903	0.3799565	BURTON_ADIPOGENESIS_9	81	1.2333825	0.12955032	0.5359964	2.4303439	-0.0364211
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	C7_ immunologic signatures	182	1.1969274	0.10243902	0.379961	GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	183	1.1247556	0.20222446	0.7157339	2.321683	0.0721718
GSE10240_CTRL_VS_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	C7_ immunologic signatures	170	1.1968989	0.11384977	0.379959	GSE10240_CTRL_VS_IL22_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_DN	172	0.7823424	0.9005076	1	1.9792413	0.4145565
GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	c5.BP_ GO biological process	37	1.1968883	0.2	0.3798959	GO_POSITIVE_REGULATION_OF_ATPASE_ACTIVITY	39	1.1038373	0.3431604	0.7500098	2.3007256	0.093051
GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_DN	C7_ immunologic signatures	174	1.1967663	0.11737089	0.38013354	GSE17301_ACD3_ACD28_VS_ACD3_ACD28_AND_IFNA2_STIM_CD8_TCELL_DN	175	0.94029254	0.64285713	0.98979837	2.13705884	0.25647376
BOSCO_TH1_CYTOTOXIC_MODULE	c2.CGP_ chemical and genetic perturbations	87	1.1967642	0.16384916	0.38005042	BOSCO_TH1_CYTOTOXIC_MODULE	92	0.9103963	0.66560847	1	2.1071605	0.2863679
GO_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING	c5.GO molecular function	32	1.1966922	0.20605187	0.3801499	GO_PHOSPHATIDYLINOSITOL_3_4_5_TRISPHOSPHATE_BINDING	32	1.3185098	0.09927361	0.4131614	2.515202	-0.1218176
GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	c5.BP_ GO biological process	15	1.1966515	0.23675497	0.38017175	GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	16	1.3497617	0.10796221	0.38329026	2.5464132	-0.1531102
GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	C7_ immunologic signatures	172	1.1963742	0.12171838	0.3808116	GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	173	1.0305086	0.43191057	0.87476623	2.2268828	0.1658656
GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	C7_ immunologic signatures	160	1.1963483	0.12879708	0.38078916	GSE37534_GW1929_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	163	1.2831748	0.03767821	0.46749207	2.4795231	-0.0868265
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_UP	C7_ immunologic signatures	171	1.196305	0.112941176	0.3808194	GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_UP	177	1.4290488	0.002028398	0.31664777	2.6253538	-0.2327438
GSE3982_CTRL_VS_LPS_48H_DC_DN	C7_ immunologic signatures	170	1.1962112	0.10308057	0.3809865	GSE3982_CTRL_VS_LPS_48H_DC_DN	173	1.1358844	0.21414141	0.6958133	2.3320956	0.0603268
CHR2Q33	C1: positional gene sets	77	1.1962036	0.16867469	0.38092098	CHR2Q33	83	0.87120754	0.71383315	1	2.06741114	0.32499606
PLASARI_TGFB1_TARGETS_1HR_UP	c2.CGP_ chemical and genetic perturbations	34	1.1960627	0.2217514	0.38119495	PLASARI_TGFB1_TARGETS_1HR_UP	34	1.303721	0.104705885	0.43564308	2.4997837	-0.1076583
MODULE_530	c4.CM_ cancer modules	15	1.1960143	0.23259762	0.38123503	MODULE_530	15	0.9940142	0.50462353	0.9309205	2.1900285	0.2020001
GSE17721_LPS_VS_CPG_2H_BMDC_DN	C7_ immunologic signatures	168	1.1959531	0.10693302	0.38130888	GSE17721_LPS_VS_CPG_2H_BMDC_DN	179	1.017297	0.46975806	0.8938041	2.2132501	0.1786561
KIM_MYCN_AMPLIFICATION_TARGETS_DN	c2.CGP_ chemical and genetic perturbations	84	1.1958615	0.16623376	0.3814656	KIM_MYCN_AMPLIFICATION_TARGETS_DN	87	0.9737934	0.5424974	0.957062	2.1696549	0.2220681
CHO_NR4A1_TARGETS	c2.CGP_ chemical and genetic perturbations	27	1.1958418	0.2238806	0.38143024	CHO_NR4A1_TARGETS	28	0.93384033	0.5588235	0.99598086	2.12968213	0.26200147
GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_DN	C7_ immunologic signatures	166	1.1957594	0.11358025	0.38155594	GSE11961_FOLLICULAR_BCELL_VS_MARGINAL_ZONE_BCELL_DN	172	1.0527962	0.3846154	0.8361633	2.2485556	0.1429632
MORF_RFC5	c4.CGN_ cancer gene neighborhoods	67	1.1956584	0.17297298	0.38174024	MORF_RFC5	70	0.69800776	0.9211663	1	1.89366616	0.49765064
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	C7_ immunologic signatures	181	1.1955618	0.11647059	0.3818994	GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_UP	188	1.3137822	0.01718908	0.4199524	2.509344	-0.1182204
ARGGGTTAA_UNKNOWN	c3.TFT_ transcription factor targets	107	1.1954658	0.14451613	0.38206577	ARGGGTTAA_UNKNOWN	108	0.9499744	0.59462255	0.9820432	2.1454402	0.2454914
MODULE_171	c4.CM_ cancer modules	101	1.1954219	0.16145182	0.3820948	MODULE_171	104	1.2630037	0.069864444	0.4917486	2.4584256	-0.0675818
GSE27786_CD8_TCELL_VS_NKCELL_DN	C7_ immunologic signatures	178	1.1953747	0.12305854	0.38212603	GSE27786_CD8_TCELL_VS_NKCELL_DN	179	0.99295396	0.51664984	0.93202466	2.18832866	0.20242074
GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN	C7_ immunologic signatures	132	1.1953509	0.14231738	0.38209823	GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_DN	136	1.0463606	0.40062112	0.8461718	2.2417115	0.1489903
VANTVEER_BREAST_CANCER_ESR1_UP	c2.CGP_ chemical and genetic perturbations	151	1.1953349	0.14923619	0.38204938	VANTVEER_BREAST_CANCER_ESR1_UP	156	1.4508637	0	0.29216167	2.6461986	-0.2555288
